Archaean - Early Mesoproterozoic polygons,Late Mesoproterozoic polygons,Middle Mesoproterozoic polygons,Neoproterozoic - Ordovician polygons
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Quiet magnetic zone, low gravity signature, some intrabasement magnetic sources:  Late Kararan/Musgravian granitoid-dominated?",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated granitoid intrusive rocks of Kimban Orogeny,Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
"Quartzitic, pelitic and calcsilicate metasediments",Null,Null,Null
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
"Schistose, albitic and calcsilicate metasediments",Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Geophysically-delineated extensions of Musgrave Province under cover, based on interpretation by Geointerp",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response",Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Quartzitic and pelitic paragneiss, basalt and rhyolite; metavolcanic gneiss at Spring Hill",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,Undifferentiated Neoproterozoic rocks
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Massive gneiss and granulite, mainly meta-igneous; may include charnockite/migmatite alteration of layered granulite; weakly to moderately magnetic",Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Vuggy dolomite; shelf limestone, dolomite, siltstone, shale and sandstone; glauconitic sandstone"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Undifferentiated Cambro-Ordovician metasediments, including Kanmantoo Group?"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Volcaniclastics, porphyritic trachyte, dacite"
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Quartzitic, pelitic and calcsilicate metasediments",Null,Null,Null
"Paragneiss, calcsilicate and orthogneiss",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Mafic intrusive equivalents of Bimbowrie Suite,Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Largely unknown basement; includes foliated granite in Mallabie 1,Post-Musgravian mafic dykes; mostly reversely magnetised; may be as young as Neoproterozoic,Null,Post-Musgravian mafic dykes; mostly reversely magnetised; may be as young as Neoproterozoic
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Paragneiss, calcsilicate and orthogneiss",Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,Demagnetised zones and non-magnetic mylonite along shear zones and faults,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,"Redbed sandstone, minor siltstone",Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Schistose, albitic and calcsilicate metasediments",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
Undifferentiated granitoid intrusive rocks of Kimban Orogeny,Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Unknown basement, poor geophysical response",Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Massive gneiss and granulite, mainly meta-igneous; may include charnockite/migmatite alteration of layered granulite; weakly to moderately magnetic",Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Massive gneiss and granulite, mainly meta-igneous; may include charnockite/migmatite alteration of layered granulite; weakly to moderately magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,Demagnetised or altered gneiss or granulite adjacent to major structures or Giles Complex intrusives; non-magnetic to weakly magnetic,Null,"Pebble conglomerate, arkose, quartzite, minor siltstone and dolomite"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons, massive to internally zoned, including intrusive charnockite; strongly magnetic",Null,Null
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,Undifferentiated Neoproterozoic rocks
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Psammopelite and pelite, locally graphitic",Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone",Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Undifferentiated Cambro-Ordovician metasediments, including Kanmantoo Group?"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Late/post-Delamerian felsic intrusive rocks
Metasediments: Hutchison Group equivalent?,Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Quartzitic and pelitic paragneiss, basalt and rhyolite; metavolcanic gneiss at Spring Hill",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
