Archaean - Early Mesoproterozoic polygons,Late Mesoproterozoic polygons,Middle Mesoproterozoic polygons,Neoproterozoic - Ordovician polygons
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Geophysically-delineated extensions of Musgrave Province under cover, based on interpretation by Geointerp",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Mylonitic pegmatite, age unknown",Null,Null,Null
"Mylonitic pegmatite, age unknown",Null,Null,Null
"Mylonitic pegmatite, age unknown",Null,Null,Null
"Mylonitic pegmatite, age unknown",Null,Null,Null
"Mylonitic pegmatite, age unknown",Null,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Massive to weakly layered mafic to ultramafic rocks, commonly basal to layered sills; non-magnetic to weakly magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,Demagnetised zones and non-magnetic mylonite along shear zones and faults,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Mulga Park Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Strongly sheared, altered or granite-intruded gneiss or granulite adjacent to major shear zones; non-magnetic to weakly magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Strongly sheared, altered or granite-intruded gneiss or granulite adjacent to major shear zones; non-magnetic to weakly magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Mulga Park Subdomain,Massive or poorly-banded gneiss; moderately magnetic,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Mulga Park Subdomain,Layered gneiss; moderately to strongly magnetic,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Mulga Park Subdomain,Massive or poorly-banded gneiss; moderately magnetic,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Mulga Park Subdomain,Massive or poorly-banded gneiss; moderately magnetic,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Mulga Park Subdomain,Massive or poorly-banded gneiss; moderately magnetic,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons, massive to internally zoned, including intrusive charnockite; strongly magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons, massive to internally zoned, including intrusive charnockite; strongly magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons, massive to internally zoned, including intrusive charnockite; strongly magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons, massive to internally zoned, including intrusive charnockite; strongly magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,Demagnetised or altered gneiss or granulite adjacent to major structures or Giles Complex intrusives; non-magnetic to weakly magnetic,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Geophysically-delineated extensions of Musgrave Province under cover, based on interpretation by Geointerp",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Geophysically-delineated extensions of Musgrave Province under cover, based on interpretation by Geointerp",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Geophysically-delineated extensions of Musgrave Province under cover, based on interpretation by Geointerp",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Geophysically-delineated extensions of Musgrave Province under cover, based on interpretation by Geointerp",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Geophysically-delineated extensions of Musgrave Province under cover, based on interpretation by Geointerp",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
